Component #1,Component #2,Component #3,x1,x2,x3,T /K,Viscosity /cP
CHOLINE CHLORIDE,GLYCEROL,WATER,0.219,0.438,0.342,363.15,9.0466
CHOLINE CHLORIDE,UREA,WATER,0.133,0.267,0.6,293.15,9.1829
CHOLINE CHLORIDE,PHENOL,WATER,0.2,0.6,0.2,333.15,9.216
LANTHANUM NITRATE,UREA,WATER,0.071,0.5,0.429,363.15,9.23
CHOLINE CHLORIDE,LEVULINIC ACID,WATER,0.057,0.113,0.83,333.15,9.25
CHOLINE CHLORIDE,UREA,WATER,0.267,0.533,0.2,363.15,9.295
CHOLINE CHLORIDE,ETHYLENE GLYCOL,WATER,0.064,0.128,0.808,313.15,9.47
CHOLINE CHLORIDE,PHENOL,WATER,0.12,0.48,0.4,313.15,9.539
CHOLINE CHLORIDE,GLYCEROL,WATER,0.199,0.399,0.402,353.15,9.5736
CHOLINE CHLORIDE,PHENOL,WATER,0.175,0.525,0.3,323.15,9.647
CHOLINE CHLORIDE,UREA,WATER,0.077,0.154,0.769,323.15,9.84
CHOLINE CHLORIDE,PHENOL,WATER,0.18,0.72,0.1,333.15,9.923
LACTIC ACID,D-GLUCOSE,WATER,0.556,0.111,0.333,323.0,10.0
CHOLINE CHLORIDE,GLYCEROL,WATER,0.093,0.187,0.72,303.15,10.0548
CHOLINE CHLORIDE,PHENOL,WATER,0.15,0.449,0.401,313.15,10.142
CHOLINE CHLORIDE,PHENOL,WATER,0.1,0.4,0.5,303.15,10.306
CHOLINE CHLORIDE,UREA,WATER,0.233,0.466,0.301,343.15,10.323
CHOLINE CHLORIDE,PHENOL,WATER,0.125,0.376,0.499,303.15,10.554
CHOLINE CHLORIDE,PHENOL,WATER,0.1,0.299,0.601,293.15,10.567
CHOLINE CHLORIDE,GLYCEROL,WATER,0.134,0.268,0.598,323.15,10.6386
CERIUM NITRATE,UREA,WATER,0.083,0.416,0.501,363.15,10.7
CHOLINE CHLORIDE,GLYCEROL,WATER,0.076,0.152,0.772,343.15,10.86
CHOLINE CHLORIDE,PHENOL,WATER,0.16,0.64,0.2,323.15,11.035
CHOLINE CHLORIDE,PHENOL,WATER,0.08,0.32,0.6,293.15,11.076
CERIUM NITRATE,UREA,WATER,0.071,0.5,0.428,353.15,11.25
CHOLINE CHLORIDE,GLYCEROL,WATER,0.067,0.134,0.8,283.15,11.3182
CHOLINE CHLORIDE,GLYCEROL,WATER,0.254,0.508,0.238,363.15,11.4031
LANTHANUM NITRATE,UREA,WATER,0.083,0.416,0.501,363.15,11.44
LANTHANUM NITRATE,UREA,WATER,0.071,0.5,0.429,353.15,11.56
CHOLINE CHLORIDE,GLYCEROL,WATER,0.219,0.438,0.342,353.15,11.586
CHOLINE CHLORIDE,PHENOL,WATER,0.225,0.675,0.1,333.15,11.618
CHOLINE CHLORIDE,UREA,WATER,0.2,0.4,0.4,323.15,11.6217
CHOLINE CHLORIDE,LEVULINIC ACID,WATER,0.057,0.113,0.83,323.15,11.91
CHOLINE CHLORIDE,UREA,WATER,0.267,0.533,0.2,353.15,12.1228
CHOLINE CHLORIDE,UREA,WATER,0.165,0.33,0.505,303.15,12.2515
CHOLINE CHLORIDE,ETHYLENE GLYCOL,WATER,0.064,0.128,0.808,303.15,12.34
CHOLINE CHLORIDE,PHENOL,WATER,0.14,0.56,0.3,313.15,12.394
CHOLINE CHLORIDE,PHENOL,WATER,0.2,0.6,0.2,323.15,12.403
CHOLINE CHLORIDE,UREA,WATER,0.077,0.154,0.769,313.15,12.6
CHOLINE CHLORIDE,GLYCEROL,WATER,0.199,0.399,0.402,343.15,12.6879
CERIUM NITRATE,UREA,WATER,0.083,0.416,0.501,353.15,13.22
CHOLINE CHLORIDE,PHENOL,WATER,0.18,0.72,0.1,323.15,13.26
CHOLINE CHLORIDE,PHENOL,WATER,0.175,0.525,0.3,313.15,13.304
CERIUM NITRATE,UREA,WATER,0.095,0.334,0.571,363.15,13.33
CHOLINE CHLORIDE,PHENOL,WATER,0.12,0.48,0.4,303.15,13.501
CHOLINE CHLORIDE,UREA,WATER,0.299,0.598,0.102,363.15,13.705
CHOLINE CHLORIDE,GLYCEROL,WATER,0.076,0.152,0.772,333.15,13.95
CHOLINE CHLORIDE,UREA,WATER,0.233,0.466,0.301,333.15,13.9586
CITRIC ACID,D-GLUCOSE,WATER,0.2,0.2,0.6,353.0,14.0
CHOLINE CHLORIDE,GLYCEROL,WATER,0.093,0.187,0.72,293.15,14.3726
CHOLINE CHLORIDE,PHENOL,WATER,0.15,0.449,0.401,303.15,14.376
LANTHANUM NITRATE,UREA,WATER,0.083,0.416,0.501,353.15,14.43
CERIUM NITRATE,UREA,WATER,0.071,0.5,0.428,343.15,14.62
CHOLINE CHLORIDE,GLYCEROL,WATER,0.134,0.268,0.598,313.15,14.735
CHOLINE CHLORIDE,PHENOL,WATER,0.1,0.4,0.5,293.15,14.906
CHOLINE CHLORIDE,GLYCEROL,WATER,0.254,0.508,0.238,353.15,14.9828
LANTHANUM NITRATE,UREA,WATER,0.071,0.5,0.429,343.15,15.05
CHOLINE CHLORIDE,GLYCEROL,WATER,0.219,0.438,0.342,343.15,15.2347
CHOLINE CHLORIDE,GLYCEROL,WATER,0.297,0.595,0.108,363.15,15.2351
CHOLINE CHLORIDE,PHENOL,WATER,0.16,0.64,0.2,313.15,15.237
CHOLINE CHLORIDE,PHENOL,WATER,0.125,0.376,0.499,293.15,15.369
LANTHANUM NITRATE,UREA,WATER,0.1,0.3,0.6,363.15,15.52
CHOLINE CHLORIDE,UREA,WATER,0.2,0.4,0.4,313.15,15.8076
CHOLINE CHLORIDE,PHENOL,WATER,0.225,0.675,0.1,323.15,15.893
CHOLINE CHLORIDE,LEVULINIC ACID,WATER,0.057,0.113,0.83,313.15,16.02
CHOLINE CHLORIDE,UREA,WATER,0.267,0.533,0.2,343.15,16.2228
CHOLINE CHLORIDE,UREA,WATER,0.077,0.154,0.769,303.15,16.72
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.243,0.73,0.027,333.15,17.11
CHOLINE CHLORIDE,GLYCEROL,WATER,0.199,0.399,0.402,333.15,17.1371
CERIUM NITRATE,UREA,WATER,0.095,0.334,0.571,353.15,17.28
CERIUM NITRATE,UREA,WATER,0.083,0.416,0.501,343.15,17.32
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.243,0.73,0.027,328.15,17.52
CHOLINE CHLORIDE,UREA,WATER,0.165,0.33,0.505,293.15,17.589
CHOLINE CHLORIDE,PHENOL,WATER,0.2,0.6,0.2,313.15,17.593
CHOLINE CHLORIDE,UREA,WATER,0.233,0.466,0.301,353.15,17.742
CHOLINE CHLORIDE,PHENOL,WATER,0.14,0.56,0.3,303.15,17.929
LACTIC ACID,D-GLUCOSE,WATER,0.556,0.111,0.333,313.0,18.0
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.243,0.73,0.027,323.15,18.28
CHOLINE CHLORIDE,GLYCEROL,WATER,0.076,0.152,0.772,323.15,18.37
CHOLINE CHLORIDE,UREA,WATER,0.299,0.598,0.102,353.15,18.4986
CHOLINE CHLORIDE,PHENOL,WATER,0.18,0.72,0.1,313.15,18.552
LANTHANUM NITRATE,UREA,WATER,0.083,0.416,0.501,343.15,18.83
CHOLINE CHLORIDE,PHENOL,WATER,0.175,0.525,0.3,303.15,19.262
CHOLINE CHLORIDE,UREA,WATER,0.233,0.466,0.301,323.15,19.2941
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.243,0.73,0.027,318.15,19.79
CERIUM NITRATE,UREA,WATER,0.071,0.5,0.428,333.15,19.8
CHOLINE CHLORIDE,PHENOL,WATER,0.12,0.48,0.4,293.15,20.064
LANTHANUM NITRATE,UREA,WATER,0.1,0.3,0.6,353.15,20.07
CHOLINE CHLORIDE,GLYCEROL,WATER,0.297,0.595,0.108,353.15,20.0963
CHOLINE CHLORIDE,GLYCEROL,WATER,0.254,0.508,0.238,343.15,20.1102
LANTHANUM NITRATE,UREA,WATER,0.071,0.5,0.429,333.15,20.4
CHOLINE CHLORIDE,GLYCEROL,WATER,0.219,0.438,0.342,333.15,20.8106
CHOLINE CHLORIDE,GLYCEROL,WATER,0.134,0.268,0.598,303.15,21.3567
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.243,0.73,0.027,313.15,21.41
CHOLINE CHLORIDE,PHENOL,WATER,0.15,0.449,0.401,293.15,21.484
CHOLINE CHLORIDE,GLYCEROL,WATER,0.093,0.187,0.72,283.15,21.8137
CHOLINE CHLORIDE,LEVULINIC ACID,WATER,0.057,0.113,0.83,303.15,21.84
CHOLINE CHLORIDE,PHENOL,WATER,0.16,0.64,0.2,303.15,22.499
CHOLINE CHLORIDE,UREA,WATER,0.267,0.533,0.2,333.15,22.5795
CHOLINE CHLORIDE,UREA,WATER,0.2,0.4,0.4,303.15,22.6048
CHOLINE CHLORIDE,PHENOL,WATER,0.225,0.675,0.1,313.15,22.761
CERIUM NITRATE,UREA,WATER,0.095,0.334,0.571,343.15,23.44
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,333.15,23.56
CERIUM NITRATE,UREA,WATER,0.083,0.416,0.501,333.15,23.89
CHOLINE CHLORIDE,GLYCEROL,WATER,0.199,0.399,0.402,323.15,24.0906
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.243,0.73,0.027,308.15,24.35
CHOLINE CHLORIDE,GLYCEROL,WATER,0.076,0.152,0.772,313.15,25.3
CHOLINE CHLORIDE,UREA,WATER,0.299,0.598,0.102,343.15,25.8876
CHOLINE CHLORIDE,MALIC ACID,WATER,0.078,0.078,0.843,353.15,26.4
BENZYLTRIETHYLAMMONIUM CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.176,0.412,0.416,293.15,26.457
CHOLINE CHLORIDE,PHENOL,WATER,0.2,0.6,0.2,303.15,26.614
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,328.15,26.76
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,333.15,26.81
LANTHANUM NITRATE,UREA,WATER,0.1,0.3,0.6,343.15,26.81
LANTHANUM NITRATE,UREA,WATER,0.083,0.416,0.501,333.15,27.04
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.243,0.73,0.027,303.15,27.29
CHOLINE CHLORIDE,PHENOL,WATER,0.14,0.56,0.3,293.15,27.379
CHOLINE CHLORIDE,GLYCEROL,WATER,0.297,0.595,0.108,343.15,27.497
CHOLINE CHLORIDE,PHENOL,WATER,0.18,0.72,0.1,303.15,27.667
CHOLINE CHLORIDE,UREA,WATER,0.233,0.466,0.301,313.15,28.0056
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,323.15,28.07
IRON(3+) TRICHLORIDE,ETHYLENE GLYCOL,WATER,0.133,0.067,0.8,298.15,28.08
CHOLINE CHLORIDE,GLYCEROL,WATER,0.254,0.508,0.238,333.15,28.2346
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,328.15,28.48
CERIUM NITRATE,UREA,WATER,0.071,0.5,0.428,323.15,28.61
LANTHANUM NITRATE,UREA,WATER,0.071,0.5,0.429,323.15,28.78
CHOLINE CHLORIDE,PHENOL,WATER,0.175,0.525,0.3,293.15,29.561
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,323.15,29.73
CHOLINE CHLORIDE,GLYCEROL,WATER,0.219,0.438,0.342,323.15,29.7991
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.243,0.73,0.027,298.15,29.98
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,318.15,30.79
LACTIC ACID,D-GLUCOSE,WATER,0.556,0.111,0.333,303.0,31.0
CHOLINE CHLORIDE,MALIC ACID,WATER,0.078,0.078,0.843,343.15,31.6
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,318.15,32.1
CERIUM NITRATE,UREA,WATER,0.095,0.334,0.571,333.15,32.5
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.243,0.73,0.027,293.15,32.76
CHOLINE CHLORIDE,GLYCEROL,WATER,0.134,0.268,0.598,293.15,32.8956
CHOLINE CHLORIDE,UREA,WATER,0.267,0.533,0.2,323.15,33.2125
CHOLINE CHLORIDE,UREA,WATER,0.2,0.4,0.4,293.15,34.5047
CHOLINE CHLORIDE,PHENOL,WATER,0.225,0.675,0.1,303.15,34.531
CHOLINE CHLORIDE,GLYCEROL,WATER,0.076,0.152,0.772,303.15,34.9
CHOLINE CHLORIDE,PHENOL,WATER,0.16,0.64,0.2,293.15,34.948
CHOLINE CHLORIDE,GLYCEROL,WATER,0.199,0.399,0.402,313.15,35.8177
CERIUM NITRATE,UREA,WATER,0.083,0.416,0.501,323.15,36.67
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,313.15,37.22
LANTHANUM NITRATE,UREA,WATER,0.1,0.3,0.6,333.15,37.46
CITRIC ACID,D-GLUCOSE,WATER,0.2,0.2,0.6,323.0,38.0
CHOLINE CHLORIDE,UREA,WATER,0.299,0.598,0.102,333.15,38.2495
LANTHANUM NITRATE,UREA,WATER,0.083,0.416,0.501,323.15,39.11
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,313.15,39.17
CHOLINE CHLORIDE,GLYCEROL,WATER,0.297,0.595,0.108,333.15,39.3459
CHOLINE CHLORIDE,PHENOL,WATER,0.2,0.6,0.2,293.15,40.935
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,308.15,40.98
CHOLINE CHLORIDE,GLYCEROL,WATER,0.254,0.508,0.238,323.15,41.6544
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.328,0.656,0.016,333.15,42.57
LANTHANUM NITRATE,UREA,WATER,0.071,0.5,0.429,313.15,43.19
CERIUM NITRATE,UREA,WATER,0.071,0.5,0.428,313.15,43.46
CHOLINE CHLORIDE,UREA,WATER,0.233,0.466,0.301,303.15,43.4958
CHOLINE CHLORIDE,PHENOL,WATER,0.18,0.72,0.1,293.15,43.9
CHOLINE CHLORIDE,MALIC ACID,WATER,0.078,0.078,0.843,333.15,44.14
CHOLINE CHLORIDE,ETHYLENE GLYCOL,WATER,0.064,0.128,0.808,298.15,44.4
CHOLINE CHLORIDE,GLYCEROL,WATER,0.219,0.438,0.342,313.15,44.9472
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,308.15,45.4
IRON(3+) TRICHLORIDE,UREA,WATER,0.133,0.067,0.8,298.15,45.74
LACTIC ACID,D-GLUCOSE,WATER,0.556,0.111,0.333,293.0,47.0
CERIUM NITRATE,UREA,WATER,0.095,0.334,0.571,323.15,47.31
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,303.15,47.94
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.333,0.604,0.063,333.15,52.0
CHOLINE CHLORIDE,UREA,WATER,0.267,0.533,0.2,313.15,52.3574
ZIRCONYL DICHLORIDE,UREA,WATER,0.071,0.356,0.572,298.15,52.4
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.328,0.656,0.016,328.15,52.53
CHOLINE CHLORIDE,GLYCEROL,WATER,0.134,0.268,0.598,283.15,54.6306
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,298.15,55.32
CHOLINE CHLORIDE,PHENOL,WATER,0.225,0.675,0.1,293.15,56.094
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,303.15,56.15
LANTHANUM NITRATE,UREA,WATER,0.1,0.3,0.6,323.15,56.22
CERIUM NITRATE,UREA,WATER,0.083,0.416,0.501,313.15,56.43
CHOLINE CHLORIDE,GLYCEROL,WATER,0.199,0.399,0.402,303.15,56.4675
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.328,0.656,0.016,323.15,59.78
LANTHANUM NITRATE,UREA,WATER,0.083,0.416,0.501,313.15,60.21
CHOLINE CHLORIDE,GLYCEROL,WATER,0.297,0.595,0.108,323.15,60.8033
CHOLINE CHLORIDE,UREA,WATER,0.299,0.598,0.102,323.15,61.1854
CHOLINE CHLORIDE,MALIC ACID,WATER,0.078,0.078,0.843,323.15,62.5
CHOLINE CHLORIDE,GLYCEROL,WATER,0.254,0.508,0.238,313.15,63.6328
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.333,0.604,0.063,328.15,66.0
CERIUM NITRATE,UREA,WATER,0.071,0.5,0.428,303.15,68.94
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,341.12,70.0
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,342.81,70.0
LANTHANUM NITRATE,UREA,WATER,0.071,0.5,0.429,303.15,70.38
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,293.15,70.76
CHOLINE CHLORIDE,GLYCEROL,WATER,0.219,0.438,0.342,303.15,72.1121
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,298.15,72.75
CHOLINE CHLORIDE,UREA,WATER,0.233,0.466,0.301,293.15,73.3357
CERIUM NITRATE,UREA,WATER,0.095,0.334,0.571,313.15,74.73
BENZYLTRIETHYLAMMONIUM CHLORIDE,CITRIC ACID,WATER,0.333,0.333,0.334,333.15,76.406
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.328,0.656,0.016,318.15,76.53
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.5,0.453,0.047,333.13,77.0
TETRABUTYLPHOSPHONIUM CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.5,0.453,0.047,333.13,80.0
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,339.43,80.0
COBALT CHLORIDE,ETHYLENE GLYCOL,WATER,0.111,0.223,0.666,298.15,82.49
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.328,0.656,0.016,333.15,83.2
COBALT CHLORIDE,ACETAMIDE,WATER,0.111,0.223,0.666,298.15,85.45
CHOLINE CHLORIDE,OXALIC ACID,WATER,0.333,0.476,0.191,303.15,89.0
CHOLINE CHLORIDE,UREA,WATER,0.267,0.533,0.2,303.15,89.4403
LANTHANUM NITRATE,UREA,WATER,0.1,0.3,0.6,313.15,89.7
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.333,0.604,0.063,323.15,90.0
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,336.01,90.0
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,337.71,90.0
LACTIC ACID,L-HISTIDINE,WATER,0.6,0.067,0.333,341.12,90.0
LACTIC ACID,L-HISTIDINE,WATER,0.6,0.067,0.333,342.81,90.0
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.322,0.643,0.035,293.15,90.98
CERIUM NITRATE,UREA,WATER,0.071,0.5,0.428,298.15,92.5
CERIUM NITRATE,UREA,WATER,0.083,0.416,0.501,303.15,93.31
LANTHANUM NITRATE,UREA,WATER,0.071,0.5,0.429,298.15,93.59
CHOLINE CHLORIDE,MALIC ACID,WATER,0.078,0.078,0.843,313.15,94.3
CHOLINE CHLORIDE,OXALIC ACID,WATER,0.357,0.5,0.143,298.15,95.02
CHOLINE CHLORIDE,GLYCEROL,WATER,0.199,0.399,0.402,293.15,95.9405
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.328,0.656,0.016,313.15,97.59
CHOLINE CHLORIDE,GLYCEROL,WATER,0.297,0.595,0.108,313.15,97.607
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.5,0.453,0.047,328.13,99.0
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,334.3,100.0
LACTIC ACID,L-HISTIDINE,WATER,0.6,0.067,0.333,339.43,100.0
LANTHANUM NITRATE,UREA,WATER,0.083,0.416,0.501,303.15,101.16
BENZYLTRIETHYLAMMONIUM CHLORIDE,CITRIC ACID,WATER,0.333,0.333,0.334,328.15,102.953
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.328,0.656,0.016,328.15,103.43
CHOLINE CHLORIDE,UREA,WATER,0.299,0.598,0.102,313.15,104.0292
CHOLINE CHLORIDE,GLYCEROL,WATER,0.254,0.508,0.238,303.15,105.3949
TETRABUTYLPHOSPHONIUM CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.5,0.453,0.047,328.13,109.0
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,332.57,110.0
LACTIC ACID,L-HISTIDINE,WATER,0.6,0.067,0.333,337.71,110.0
CHOLINE CHLORIDE,PROPYLENE GLYCOL,WATER,0.333,0.333,0.333,293.15,114.5
CHROMIUM CHLORIDE,CHOLINE CHLORIDE,WATER,0.142,0.008,0.85,347.65,118.0
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,330.84,120.0
LACTIC ACID,L-HISTIDINE,WATER,0.6,0.067,0.333,336.01,120.0
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.667,0.301,0.032,333.15,121.0
CERIUM NITRATE,UREA,WATER,0.083,0.416,0.501,298.15,123.79
CERIUM NITRATE,UREA,WATER,0.071,0.5,0.428,293.15,125.38
CHOLINE CHLORIDE,GLYCEROL,WATER,0.219,0.438,0.342,293.15,125.9387
CERIUM NITRATE,UREA,WATER,0.095,0.334,0.571,303.15,128.08
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.328,0.656,0.016,308.15,128.73
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.5,0.453,0.047,323.13,129.0
LANTHANUM NITRATE,UREA,WATER,0.071,0.5,0.429,293.15,129.19
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,329.09,130.0
LACTIC ACID,L-HISTIDINE,WATER,0.6,0.067,0.333,334.3,130.0
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.328,0.656,0.016,323.15,133.51
BENZYLTRIETHYLAMMONIUM CHLORIDE,CITRIC ACID,WATER,0.333,0.333,0.334,323.15,135.35
LANTHANUM NITRATE,UREA,WATER,0.083,0.416,0.501,298.15,136.91
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,327.32,140.0
LACTIC ACID,L-HISTIDINE,WATER,0.6,0.067,0.333,332.57,140.0
TETRABUTYLPHOSPHONIUM CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.5,0.453,0.047,323.13,148.0
ZIRCONYL DICHLORIDE,ETHYLENE GLYCOL,WATER,0.091,0.182,0.727,298.15,149.5
CHOLINE CHLORIDE,MALIC ACID,WATER,0.078,0.078,0.843,303.15,156.48
LANTHANUM NITRATE,UREA,WATER,0.1,0.3,0.6,303.15,157.09
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.667,0.301,0.032,328.15,158.0
CITRIC ACID,D-GLUCOSE,WATER,0.2,0.2,0.6,298.0,159.0
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.333,0.604,0.063,318.15,160.0
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,325.53,160.0
LACTIC ACID,L-HISTIDINE,WATER,0.6,0.067,0.333,330.84,160.0
CERIUM NITRATE,UREA,WATER,0.095,0.334,0.571,298.0,168.0
NEODYMIUM(3+) TRINITRATE,UREA,WATER,0.095,0.334,0.571,298.0,168.0
CHOLINE CHLORIDE,UREA,WATER,0.267,0.533,0.2,293.15,169.4133
CERIUM NITRATE,UREA,WATER,0.083,0.416,0.501,293.15,169.82
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.5,0.453,0.047,318.13,170.0
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,323.71,170.0
LACTIC ACID,L-HISTIDINE,WATER,0.6,0.067,0.333,329.09,170.0
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.328,0.656,0.016,318.15,172.4
BENZYLTRIETHYLAMMONIUM CHLORIDE,CITRIC ACID,WATER,0.333,0.333,0.334,318.15,172.454
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.328,0.656,0.016,303.15,172.68
CHOLINE CHLORIDE,GLYCEROL,WATER,0.297,0.595,0.108,303.15,172.8659
CERIUM NITRATE,UREA,WATER,0.095,0.334,0.571,298.15,173.24
CHOLINE CHLORIDE,GLYCEROL,WATER,0.199,0.399,0.402,283.15,177.9621
CHROMIUM CHLORIDE,CHOLINE CHLORIDE,WATER,0.141,0.01,0.849,347.65,179.0
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.5,0.453,0.047,303.15,183.0
LANTHANUM NITRATE,UREA,WATER,0.083,0.416,0.501,293.15,189.32
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,321.88,190.0
LACTIC ACID,L-HISTIDINE,WATER,0.6,0.067,0.333,327.32,190.0
CERIUM(III) CHLORIDE,UREA,WATER,0.077,0.384,0.539,298.15,195.39
CHOLINE CHLORIDE,GLYCEROL,WATER,0.254,0.508,0.238,293.15,200.4529
CHOLINE CHLORIDE,UREA,WATER,0.299,0.598,0.102,303.15,200.6193
TETRABUTYLPHOSPHONIUM CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.5,0.453,0.047,318.13,205.0
BENZYLTRIETHYLAMMONIUM CHLORIDE,OXALIC ACID,WATER,0.25,0.25,0.5,333.15,207.0
MAGNESIUM CHLORIDE ANHYDROUS,UREA,WATER,0.091,0.364,0.545,298.15,209.76
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.667,0.301,0.032,323.15,210.0
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,320.06,210.0
LACTIC ACID,L-HISTIDINE,WATER,0.6,0.067,0.333,325.53,210.0
LANTHANUM NITRATE,UREA,WATER,0.1,0.3,0.6,298.15,217.69
CHROMIUM CHLORIDE,CHOLINE CHLORIDE,WATER,0.142,0.008,0.85,336.65,219.7
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.5,0.453,0.047,313.13,229.0
TETRABUTYLAMMONIUM CHLORIDE,P-TOLUENESULFONIC ACID,WATER,0.5,0.453,0.047,333.13,229.0
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.328,0.656,0.016,313.15,229.15
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,WATER,0.328,0.656,0.016,298.15,236.59
CHOLINE CHLORIDE,GLYCEROL,WATER,0.219,0.438,0.342,283.15,239.0806
LACTIC ACID,BETAINE,WATER,0.4,0.2,0.4,318.29,240.0
LACTIC ACID,L-HISTIDINE,WATER,0.6,0.067,0.333,323.71,240.0
