Component #1,Component #2,Component #3,x1,x2,x3,T /K,Density /g/cm^3
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,313.15,1.2952
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,313.15,1.2955
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.5,0.5,-,343.2,1.2966
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,298.15,1.2978
BETAINE,MALIC ACID,-,0.5,0.5,-,323.15,1.298
POTASSIUM CARBONATE,GLYCEROL,-,0.091,0.909,-,313.15,1.2981
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.143,0.857,-,293.15,1.2982
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.6,0.4,-,308.15,1.2982
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.167,0.833,-,293.15,1.2983
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,308.15,1.299
TETRAETHYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,318.15,1.299161
CHOLINE CHLORIDE,CITRIC ACID,-,0.5,0.5,-,296.15,1.3
CHOLINE CHLORIDE,SUCROSE,-,0.667,0.333,-,298.15,1.3
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.524,0.476,-,373.0,1.3003
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.5,0.5,-,353.0,1.3004
BETAINE,MALIC ACID,-,0.5,0.5,-,318.15,1.301
BETAINE,L-TARTARIC ACID,-,0.5,0.5,-,298.15,1.301
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,303.15,1.302
POTASSIUM CARBONATE,GLYCEROL,-,0.091,0.909,-,308.15,1.302
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.5,0.5,-,333.2,1.3022
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,303.15,1.303
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.5,0.5,-,358.15,1.3031
TETRAETHYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,313.15,1.303174
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.6,0.4,-,298.15,1.3036
POTASSIUM CARBONATE,GLYCEROL,-,0.091,0.909,-,303.15,1.3053
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,298.15,1.3064
BETAINE,CITRIC ACID,-,0.5,0.5,-,298.15,1.307
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.34,0.66,-,298.15,1.3071
TETRAETHYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,308.15,1.307202
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.5,0.5,-,323.2,1.3078
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.5,0.5,-,343.0,1.3082
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,293.15,1.3085
POTASSIUM CARBONATE,GLYCEROL,-,0.091,0.909,-,298.15,1.3089
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.5,0.5,-,348.15,1.3093
CHOLINE CHLORIDE,CITRIC ACID,-,0.333,0.667,-,298.15,1.31
CHOLINE CHLORIDE,MALIC ACID,-,0.2,0.8,-,298.15,1.31
CHOLINE CHLORIDE,SUCROSE,-,0.333,0.667,-,298.15,1.31
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.524,0.476,-,363.0,1.3101
TETRAETHYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,303.15,1.311242
POTASSIUM CARBONATE,GLYCEROL,-,0.091,0.909,-,293.15,1.3125
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.5,0.5,-,313.2,1.3133
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.5,0.5,-,338.15,1.3152
TETRAETHYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,298.15,1.315309
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.5,0.5,-,333.0,1.3162
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.5,0.5,-,303.2,1.319
TETRAETHYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,293.15,1.319392
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.524,0.476,-,353.0,1.3202
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.5,0.5,-,328.15,1.3207
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.565,0.435,-,373.0,1.3209
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.5,0.5,-,293.2,1.3246
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.5,0.5,-,323.0,1.325
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.5,0.5,-,318.15,1.3262
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.524,0.476,-,343.0,1.3273
N-PROPYLAMMONIUM BROMIDE,GLYCEROL,-,0.333,0.667,-,295.15,1.328
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIFLUOROACETAMIDE,-,0.111,0.889,-,358.15,1.3282
BETAINE,SUCROSE,-,0.5,0.5,-,298.15,1.33
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.5,0.5,-,308.15,1.3316
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.565,0.435,-,363.0,1.3331
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.5,0.5,-,313.0,1.3336
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.524,0.476,-,333.0,1.3346
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.5,0.5,-,298.15,1.337
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.5,0.5,-,373.0,1.3382
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIFLUOROACETAMIDE,-,0.111,0.889,-,348.15,1.3393
CHOLINE CHLORIDE,CITRIC ACID,-,0.25,0.75,-,298.15,1.34
CHOLINE CHLORIDE,D-GLUCOSE,-,0.25,0.75,-,298.15,1.34
POTASSIUM CARBONATE,GLYCEROL,-,0.059,0.941,-,343.15,1.34
CHOLINE CHLORIDE,TRIFLUOROACETAMIDE,-,0.333,0.667,-,313.15,1.342
ZINCCHLORIDE,1-BUTYL-3-METHYLIMIDAZOLIUM CHLORIDE,-,0.333,0.667,-,303.15,1.34292
POTASSIUM CARBONATE,GLYCEROL,-,0.059,0.941,-,338.15,1.3432
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.565,0.435,-,353.0,1.344
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.524,0.476,-,323.0,1.3442
POTASSIUM CARBONATE,GLYCEROL,-,0.059,0.941,-,333.15,1.3462
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.5,0.5,-,363.0,1.3481
POTASSIUM CARBONATE,GLYCEROL,-,0.059,0.941,-,328.15,1.3493
CHOLINE CHLORIDE,SUCROSE,-,0.5,0.5,-,296.15,1.35
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIFLUOROACETAMIDE,-,0.111,0.889,-,338.15,1.3504
POTASSIUM CARBONATE,GLYCEROL,-,0.059,0.941,-,323.15,1.3524
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.565,0.435,-,343.0,1.3537
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.6,0.4,-,373.0,1.3545
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.524,0.476,-,313.0,1.3546
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.524,0.476,-,373.0,1.3547
POTASSIUM CARBONATE,GLYCEROL,-,0.059,0.941,-,318.15,1.3554
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.5,0.5,-,353.0,1.3578
ETHYLAMMONIUM BROMIDE,GLYCEROL,-,0.333,0.667,-,295.15,1.358
POTASSIUM CARBONATE,GLYCEROL,-,0.059,0.941,-,313.15,1.3584
CHOLINE CHLORIDE,SUCROSE,-,0.25,0.75,-,298.15,1.36
CHOLINE CHLORIDE,SUCROSE,-,0.2,0.8,-,298.15,1.36
POTASSIUM CARBONATE,GLYCEROL,-,0.059,0.941,-,308.15,1.3614
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIFLUOROACETAMIDE,-,0.111,0.889,-,328.15,1.3616
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.565,0.435,-,333.0,1.3625
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.6,0.4,-,363.0,1.3634
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.524,0.476,-,363.0,1.3641
POTASSIUM CARBONATE,GLYCEROL,-,0.059,0.941,-,303.15,1.3643
L-ALANINE,MALIC ACID,-,0.5,0.5,-,363.15,1.365
POTASSIUM CARBONATE,GLYCEROL,-,0.059,0.941,-,298.15,1.3673
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.5,0.5,-,343.0,1.3676
L-ALANINE,MALIC ACID,-,0.5,0.5,-,358.15,1.369
POTASSIUM CARBONATE,GLYCEROL,-,0.059,0.941,-,293.15,1.3702
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.565,0.435,-,323.0,1.3709
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.6,0.4,-,353.0,1.3716
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.63,0.37,-,373.0,1.3725
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIFLUOROACETAMIDE,-,0.111,0.889,-,318.15,1.3727
L-ALANINE,MALIC ACID,-,0.5,0.5,-,353.15,1.375
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.5,0.5,-,333.0,1.3776
L-ALANINE,MALIC ACID,-,0.5,0.5,-,348.15,1.378
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.565,0.435,-,313.0,1.3795
CHOLINE CHLORIDE,MALIC ACID,-,0.167,0.833,-,298.15,1.38
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.6,0.4,-,343.0,1.3802
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.565,0.435,-,373.0,1.3818
L-ALANINE,MALIC ACID,-,0.5,0.5,-,343.15,1.382
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.524,0.476,-,343.0,1.3822
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.63,0.37,-,363.0,1.3832
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIFLUOROACETAMIDE,-,0.111,0.889,-,308.15,1.3837
L-ALANINE,MALIC ACID,-,0.5,0.5,-,338.15,1.386
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.6,0.4,-,333.0,1.3883
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.5,0.5,-,323.0,1.3889
L-ALANINE,MALIC ACID,-,0.5,0.5,-,333.15,1.39
CHOLINE CHLORIDE,D-GLUCOSE,-,0.2,0.8,-,298.15,1.39
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.565,0.435,-,363.0,1.3907
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.524,0.476,-,333.0,1.3925
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.63,0.37,-,353.0,1.3928
L-ALANINE,MALIC ACID,-,0.5,0.5,-,328.15,1.393
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIFLUOROACETAMIDE,-,0.111,0.889,-,298.15,1.3947
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.6,0.4,-,323.0,1.397
L-ALANINE,MALIC ACID,-,0.5,0.5,-,323.15,1.397
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.5,0.5,-,313.0,1.3994
L-ALANINE,MALIC ACID,-,0.5,0.5,-,318.15,1.4
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.565,0.435,-,353.0,1.4001
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.63,0.37,-,343.0,1.4016
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.524,0.476,-,323.0,1.4018
L-ALANINE,MALIC ACID,-,0.5,0.5,-,313.15,1.404
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.6,0.4,-,313.0,1.4051
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.6,0.4,-,373.0,1.4056
POTASSIUM THIOCYANATE,GLYCEROL,-,0.4,0.6,-,313.15,1.4063
L-ALANINE,MALIC ACID,-,0.5,0.5,-,308.15,1.408
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.63,0.37,-,333.0,1.4105
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.524,0.476,-,313.0,1.4106
L-ALANINE,MALIC ACID,-,0.5,0.5,-,303.15,1.411
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.6,0.4,-,363.0,1.4128
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.5,0.5,-,373.0,1.4129
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.565,0.435,-,343.0,1.4139
L-ALANINE,MALIC ACID,-,0.5,0.5,-,298.15,1.415
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.63,0.37,-,373.0,1.417
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.524,0.476,-,373.0,1.4193
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.63,0.37,-,323.0,1.4195
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.5,0.5,-,363.0,1.4199
CHOLINE CHLORIDE,CITRIC ACID,-,0.2,0.8,-,298.15,1.42
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.565,0.435,-,313.0,1.4229
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.6,0.4,-,353.0,1.4238
CHOLINE CHLORIDE,TRICHLOROACETIC ACID,-,0.333,0.667,-,338.15,1.424
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.565,0.435,-,333.0,1.4241
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.63,0.37,-,363.0,1.4259
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.524,0.476,-,363.0,1.427
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.5,0.5,-,353.0,1.4273
CHOLINE CHLORIDE,TRICHLOROACETIC ACID,-,0.333,0.667,-,333.15,1.4287
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.63,0.37,-,313.0,1.4289
CITRIC ACID,SUCROSE,-,0.5,0.5,-,296.15,1.43
CHOLINE CHLORIDE,TRICHLOROACETIC ACID,-,0.333,0.667,-,328.15,1.4332
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.565,0.435,-,323.0,1.4337
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.5,0.5,-,343.0,1.4351
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.524,0.476,-,353.0,1.4351
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.63,0.37,-,353.0,1.4353
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.6,0.4,-,343.0,1.4355
CHOLINE CHLORIDE,TRICHLOROACETIC ACID,-,0.333,0.667,-,323.15,1.4378
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.565,0.435,-,373.0,1.4404
CHOLINE CHLORIDE,TRICHLOROACETIC ACID,-,0.333,0.667,-,318.15,1.4424
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.5,0.5,-,333.0,1.4427
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.524,0.476,-,343.0,1.4432
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.63,0.37,-,343.0,1.4451
CHOLINE CHLORIDE,TRICHLOROACETIC ACID,-,0.333,0.667,-,313.15,1.447
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.6,0.4,-,333.0,1.4481
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.565,0.435,-,363.0,1.4485
CHOLINE CHLORIDE,CITRIC ACID,-,0.167,0.833,-,298.15,1.45
CITRIC ACID,D-GLUCOSE,-,0.5,0.5,-,296.15,1.45
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.5,0.5,-,323.0,1.451
CHOLINE CHLORIDE,TRICHLOROACETIC ACID,-,0.333,0.667,-,308.15,1.4516
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.524,0.476,-,333.0,1.452
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.63,0.37,-,333.0,1.4548
CHOLINE CHLORIDE,TRICHLOROACETIC ACID,-,0.333,0.667,-,303.15,1.4563
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.565,0.435,-,353.0,1.4567
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.6,0.4,-,323.0,1.4592
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.5,0.5,-,313.0,1.4598
L-TARTARIC ACID,D-GLUCOSE,-,0.5,0.5,-,296.15,1.46
CHOLINE CHLORIDE,TRICHLOROACETIC ACID,-,0.333,0.667,-,298.15,1.4612
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.524,0.476,-,323.0,1.4612
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.6,0.4,-,373.0,1.4641
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.63,0.37,-,323.0,1.4647
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.565,0.435,-,343.0,1.4649
CHOLINE CHLORIDE,TRICHLOROACETIC ACID,-,0.333,0.667,-,293.15,1.4662
1-ETHYL-3-METHYLIMIDAZOLIUM CHLORIDE,1H-BENZOTRIAZOLE,-,0.5,0.5,-,313.2,1.4666
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.6,0.4,-,313.0,1.469
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.524,0.476,-,313.0,1.4708
CHOLINE CHLORIDE,TRICHLOROACETIC ACID,-,0.333,0.667,-,288.15,1.4712
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.6,0.4,-,363.0,1.4729
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.565,0.435,-,333.0,1.4738
BETAINE,1.1.1.3.3.3-HEXAFLUORO-2-PROPANOL,-,0.333,0.667,-,298.15,1.476
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.63,0.37,-,313.0,1.4765
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.6,0.4,-,353.0,1.4811
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.565,0.435,-,323.0,1.4841
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.6,0.4,-,343.0,1.4896
BETAINE,1.1.1.3.3.3-HEXAFLUORO-2-PROPANOL,-,0.286,0.714,-,298.15,1.49
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.565,0.435,-,313.0,1.4944
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.6,0.4,-,333.0,1.4986
L-CARNITINE,1.1.1.3.3.3-HEXAFLUORO-2-PROPANOL,-,0.333,0.667,-,298.15,1.503
L-CARNITINE,1.1.1.3.3.3-HEXAFLUORO-2-PROPANOL,-,0.25,0.75,-,298.15,1.505
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.6,0.4,-,323.0,1.5076
ZINCCHLORIDE,1-BUTYL-3-METHYLIMIDAZOLIUM CHLORIDE,-,0.5,0.5,-,303.15,1.50913
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.6,0.4,-,313.0,1.5175
BETAINE,1.1.1.3.3.3-HEXAFLUORO-2-PROPANOL,-,0.25,0.75,-,298.15,1.525
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.545,0.455,-,373.0,1.5275
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.545,0.455,-,363.0,1.5352
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.565,0.435,-,373.0,1.538
L-CARNITINE,1.1.1.3.3.3-HEXAFLUORO-2-PROPANOL,-,0.286,0.714,-,298.15,1.542
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.545,0.455,-,353.0,1.5443
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.565,0.435,-,363.0,1.5463
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.583,0.417,-,373.0,1.5508
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.545,0.455,-,343.0,1.5522
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.6,0.4,-,373.0,1.5534
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.565,0.435,-,353.0,1.5551
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.583,0.417,-,363.0,1.5599
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.545,0.455,-,333.0,1.5606
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.6,0.4,-,363.0,1.5624
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.565,0.435,-,343.0,1.5635
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.583,0.417,-,353.0,1.5684
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.565,0.435,-,333.0,1.5721
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.6,0.4,-,353.0,1.5728
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.583,0.417,-,343.0,1.5774
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.6,0.4,-,343.0,1.5823
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.583,0.417,-,333.0,1.586
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.6,0.4,-,333.0,1.5921
ZINC DIBROMIDE,ACETAMIDE,1-BUTYL-3-METHYLIMIDAZOLIUM BROMIDE,0.25,0.5,0.25,300.2,1.6369
ZINC DIBROMIDE,1.1-DIMETHYLUREA,1-BUTYL-3-METHYLIMIDAZOLIUM BROMIDE,0.333,0.333,0.333,300.2,1.7012
ZINC DIBROMIDE,ACETAMIDE,1-BUTYL-3-METHYLIMIDAZOLIUM BROMIDE,0.333,0.333,0.333,300.2,1.7499
ZINC DIBROMIDE,UREA,1-BUTYL-3-METHYLIMIDAZOLIUM BROMIDE,0.333,0.333,0.333,300.2,1.8033
ZINCCHLORIDE,ACETAMIDE,1-BUTYL-3-METHYLIMIDAZOLIUM CHLORIDE,0.333,0.333,0.333,300.2,1.3074
ZINCCHLORIDE,ACETAMIDE,1-BUTYL-3-METHYLIMIDAZOLIUM CHLORIDE,0.25,0.5,0.25,300.2,1.3127
ZINCCHLORIDE,1.1-DIMETHYLUREA,1-BUTYL-3-METHYLIMIDAZOLIUM CHLORIDE,0.333,0.333,0.333,300.2,1.3518
ZINCCHLORIDE,UREA,1-BUTYL-3-METHYLIMIDAZOLIUM CHLORIDE,0.333,0.333,0.333,300.2,1.4144
POTASSIUM CARBONATE,ETHYLENE GLYCOL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.083,0.833,0.083,343.15,1.2074
POTASSIUM CARBONATE,ETHYLENE GLYCOL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.083,0.833,0.083,338.15,1.2108
POTASSIUM CARBONATE,ETHYLENE GLYCOL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.083,0.833,0.083,333.15,1.2142
POTASSIUM CARBONATE,ETHYLENE GLYCOL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.083,0.833,0.083,328.15,1.2176
POTASSIUM CARBONATE,ETHYLENE GLYCOL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.083,0.833,0.083,323.15,1.221
POTASSIUM CARBONATE,ETHYLENE GLYCOL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.083,0.833,0.083,318.15,1.2243
POTASSIUM CARBONATE,ETHYLENE GLYCOL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.083,0.833,0.083,313.15,1.2277
POTASSIUM CARBONATE,ETHYLENE GLYCOL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.083,0.833,0.083,308.15,1.231
POTASSIUM CARBONATE,ETHYLENE GLYCOL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.083,0.833,0.083,303.15,1.2343
POTASSIUM CARBONATE,ETHYLENE GLYCOL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.083,0.833,0.083,298.15,1.2376
POTASSIUM CARBONATE,ETHYLENE GLYCOL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.083,0.833,0.083,293.15,1.2409
POTASSIUM CARBONATE,GLYCEROL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.056,0.889,0.056,343.15,1.2805
POTASSIUM CARBONATE,GLYCEROL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.056,0.889,0.056,338.15,1.2836
POTASSIUM CARBONATE,GLYCEROL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.056,0.889,0.056,333.15,1.2868
POTASSIUM CARBONATE,GLYCEROL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.056,0.889,0.056,328.15,1.2899
POTASSIUM CARBONATE,GLYCEROL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.056,0.889,0.056,323.15,1.293
POTASSIUM CARBONATE,GLYCEROL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.056,0.889,0.056,318.15,1.2961
POTASSIUM CARBONATE,GLYCEROL,2-AMINO-2-METHYL-1.3-PROPANEDIOL,0.056,0.889,0.056,313.15,1.2993
